	1884
重复性	1
统计值"	1
裂缝评价	2
 稀有气体	1
 中元古代	3
陆相第三系盆地	1
"矿产预测	1
 上古生界	6
索加组	1
 复合型疏导体系	1
 稠油浅井	1
 板状构造层序	1
"西安市	2
 氰化物"	2
 蠕变模量	1
黑龙江省东部"	2
检波器	1
"地震危险性概率分析	1
断裂构造"	1
"海岸	1
 正交多项式	1
 油气集输"	1
 密度分布	1
"铜锌同位素	1
 东昆仑断裂"	1
 白垩系"	1
 叶腊石	1
铜成矿地质条件	1
"斑岩	1
网络模拟	1
"冲积层	1
"水文干旱	1
西部斜坡	1
共生	1
LandMark	1
深部电性特征"	1
"热水沉积岩系	1
灾毁土地	1
海拉尔盆地"	6
 再平衡	1
地下水可持续开发利用"	1
水资源定量评价	1
 景观发育	1
要素选取	1
"Ar-Ar定年	1
"常压	2
降水"	1
 渗透率模型	1
岩心样品	1
路基病害	1
"孔隙岩石	1
 分析电子显微术	1
剩余磁性	1
土壤孔隙度	1
 耦合问题"	1
"江苏沿海	1
"有机相	1
 数据选排	1
 垂直防渗	1
 赣东北"	1
"肯基亚克	1
 沉桩阻力	1
井位部署"	1
经营者"	1
Landsat TM热波段"	1
封闭温度	1
北山南带金矿"	1
硼矿	2
地震观测	3
"小热泉子铜矿床	1
 搂钩	1
 白云凹陷	1
划分方法	2
生烃期"	1
资料二次开发	1
实验模型	1
波谱分析"	1
 机制"	3
 有限元模拟	1
超镁铁岩包体	1
"结构物	1
 石油地质特征	2
 上层滞水"	1
 交会图分析	1
碳稳定同位素负偏移"	1
 咬合面	1
 横沙岛"	1
夷平面	3
 新丰江大桥	1
 断裂围限区	1
 ELA-ICP-MS	1
水力负荷	1
 土布心组	1
"隐伏矿	2
等K值法	1
 宝鸡地震	1
地震活动性模拟"	1
 大庆油田"	1
"岫岩地震序列	1
 赣东北地区"	1
 高岭石	1
位错量	1
"巴楚-伽师地震	2
垂直变形	1
"系统锚杆	1
pH值	4
"库车褶皱冲断带	1
土壤属性	1
组合模式"	1
低熟油	1
自然电场	1
超级漏斗	1
极限平衡法	3
地质分析方法	1
"江家店地区	1
核磁共振测井"	1
 软质岩石地基"	1
地价体系	1
走滑断层作用	1
 浅地层	1
黔西北铅锌矿集区"	1
"Asaoka法	1
 碳酸盐溶解-沉淀反应	1
滚刀钻头	1
山地灾害"	1
固结度	1
 综合利用"	1
 轴向回跳	1
塔中隆起	1
 石炭系—二叠系	1
 吸收系数	1
构造演化"	6
"北部湾涠洲岛	1
红山岩体	1
 磁性体走向	1
"王官屯油田	1
 断层横向封堵系数	1
 碧口"	1
 离子缔合物"	1
微弱信息处理"	1
城市-区域生态系统	1
 地幔置换作用	1
逆散射级数法	1
 环境影响"	2
油气成因	1
"美姑河	1
"介形类	3
"元素淋滤	1
 成矿地质作用	2
"Coulomb土压力理论	1
形态分布	2
福山凹陷	2
分析"	6
 零相位处理	1
"北西向构造带	1
三角洲前缘亚相"	1
"山西	2
 储层非均质性"	1
山东"	4
控制技术"	1
"地震记录	1
土壤结构	1
补给机制	1
磁性矿物"	1
 几丁虫	2
"学科建设	1
 新构造	3
地下-地表水	1
"地球物理测井	2
络合吸附波"	1
 南一段	1
"海平面变化	1
 监测内容	1
航空热红外扫描	1
化石角质层	1
权函数"	1
"清江茅坪滑坡	1
数据成图"	1
花山-姑婆山侵入岩带	1
"地下水化学动力学	1
 动态设计"	1
 细观试验	1
连续流同位素质谱"	1
铀系组分法测年"	1
阶梯形墙体"	1
 基本烈度"	1
中国中亚热带地区"	1
翼部成藏	1
"气枪震源	1
滑坡机理	1
环境质量	2
 自生碳酸盐岩	1
蠕变	5
 水资源评价"	1
劈裂灌浆	1
 应力函数"	1
"荔枝	1
"煤系烃源岩	1
"碰撞后花岗岩	1
磁法	1
 驱动模型	1
 SHRIMP测年	1
"油田	2
地球化学指标	1
 润湿性	1
Tsagaanbulag组	1
 转换横波	1
 锚杆喷射混凝土	1
 水系沉积物测量	1
 有效加固深度"	1
 超深井	2
宣汉-达县地区"	1
 二道江剖面	1
 一维固结	1
洪洞ML5.0地震	1
"河西金矿	1
"镇巴区块	2
甲烷碳同位素	1
环境磁学	2
遥感	30
碳酸盐岩	33
"地震资料处理	2
频率属性	1
花岗岩"	2
监控技术"	1
科技基础"	1
Sm-Nd年龄	1
 同位素年龄	3
 前新生界	1
 荒漠	1
统计特征	1
"吴城盆地	1
 夏口断裂带"	1
"地球化学填图	1
 古元古界	1
"石英脉	3
 构造楔	1
"数值模拟	15
 颗粒流	1
 地震前兆"	1
 软件复用	1
晚期成藏"	1
"湖泊富营养化概念模型	1
渔塘坝"	1
冈瓦纳大陆北界"	1
粘土矿物类型	1
农用地定级	1
水平评价	1
"农作物	1
 剩余静校正	1
相模拟	1
 色洛河群	1
 老井复查	1
冻土类型	1
滨海断裂带	1
 资料分析"	1
昆明"	2
 原位载荷试验曲线	1
"煤系地层	1
地表亮温残差低频分量"	1
界限孔隙度"	1
地震响应	6
水文地质"	1
"土地利用结构	4
 相关滤波	1
阳江市江城区"	2
 非平衡吸附模型"	1
"稠油储层	1
聚类有效性	1
花粉形态	1
 谱比	1
"封闭	1
"海底	2
脆弱生态系统"	1
 硫同位素地球化学"	1
遥感监测"	2
 找矿潜力"	2
莫索湾	1
 沙脊	1
构造格局与演化	1
稀土元素地球化学	2
稳定性	17
强度参数"	1
 南盘江地区"	1
 地震层析成像	1
 含恐龙蛋地层	1
中江高速公路	1
 钻井周期"	1
 荷载传递"	2
"孤岛油田	3
 水质	8
裂缝开度	1
蒸发法	1
 附加荷载"	1
辉钼矿	2
"三江北西段	1
高吸水性复合材料"	1
"黄河流域	2
三维矢量反射波场	1
微量营养元素	1
 苏尼特左旗	1
 形成条件	4
 混凝沉淀	1
动力分析	1
 饱和激发	1
元素丰度	1
"气测井	1
 区域地面沉降模型	1
影像特征"	1
"成矿模式	1
"热水沉积古环境	1
 断裂发育特征	1
套管损坏	1
地壳构造格架	1
 安达坝址区"	1
实测密度	1
逐步回归分析"	1
"气候环境	1
安置措施"	1
"角砾岩	1
 农地效益	1
相干噪声"	1
 油源对比	9
岩浆演化"	3
 共轭剪节理	1
 吸附	8
 海子坪	1
多期成矿	1
渤海湾西岸"	1
蒙脱石	1
 简正模	1
磁化方向"	1
硫化物	2
"金龙山金矿	1
"民乐—山丹	1
"石榴橄榄岩	1
岩石化学特征	1
 油管	1
"沉积	3
石灰岩峡谷	1
"瓦斯	1
 ADINA"	1
水量与水质	1
 反射系数	4
"角度不整合	1
 蒸发蒸腾	1
"流体成分	1
 孔压累积	1
油田规模序列	1
正弦曲线拟合	1
 高地应力	2
共中心点道集	1
威远气田	1
 混合地层水法	1
 计算	2
治理工程	1
 裂缝参数	3
 评价"	9
 找矿靶区	1
 桩端阻力	1
适用性	1
观测曲线	1
低渗透性油藏	1
"深井	5
"流体性质	1
 粉砂土地基	1
"西藏古乡沟	1
 沉降计算"	1
 变形预测"	1
沉管灌注桩	2
"安立路	1
"高压喷射灌浆	1
 管道排泄系统	1
钾交代	1
物源分析	2
合成地震记录	1
冲淤	1
"喜马拉雅	6
南海西南部"	1
波形处理	1
"深大断裂	1
临邑大断层	1
 土地集约利用	2
"有机碳	2
 氢气释放"	1
 铅同位素	2
"矿渣粉	1
"高Ti玄武岩	1
 最小二乘法"	1
现场试验	1
 Lyapunov指数"	1
形貌特征"	1
"地质构造	2
接触交代	1
典型湿地	1
热水沉积矿床	1
 地壳垂向生长"	1
"圆形基坑	1
 滑脱构造	1
测氡法	1
沉积体系"	3
"地质图空间数据库	1
滤波"	1
发展成本	1
"昆虫纲	1
矿物填图	1
 区域单元	1
 自然电位	4
烷烃	3
车排子地区	1
"岸线	1
化学成分标型	1
 重力成因论"	1
 支护对策"	1
综合测井	1
 AVO分析	1
"西藏西部	1
 测井约束反演"	1
"证据权方法	1
桩垂直度	1
 泥皮	2
震源破裂类型	1
 亚临界裂纹扩展	1
 洪湖	1
精度"	3
形成机制"	1
宝玉石	1
富集因子"	1
 爆炸挤淤	1
南海"	8
 洱海	1
"喜马拉雅—青藏高原造山带	1
吉林夹皮沟矿集区"	1
河流Sr异常	1
西秦岭造山带	1
 力学特性"	2
类全反射"	1
 昌化"	1
部分熔融"	1
微相模式	1
南水北调"	2
"城市降雨径流	1
边界	1
"喇曼	1
"断层	5
 斜坡稳定性	1
 态势"	1
认识与启示"	1
"分形几何法	1
边坡变形	2
"植物胶	1
"同位素	3
 重力场变化	2
主动-顶板断层	1
四川广元"	1
He、Ar同位素	1
铜锌矿	1
巨型造山拼贴体	1
 遗传算法	10
 应用现状	2
"农地征用	1
Sarma方法	1
"高挡墙	1
生物演化	2
"乌鞘岭隧道	1
"泥石流发生域	1
活化判据"	1
 模拟参数	1
 综合静校正建模"	1
 套管"	1
三叠系飞仙关组	1
"构造复杂	1
 且末县	1
"塔里木河下游	1
华北地区"	2
碰撞造山	3
"空间信息网格	1
水资源组成	1
成因机理	1
"多目标区域地球化学调查	1
 大洋红层	1
校正"	2
 隐患检测"	1
"海塘	1
 低速非达西渗流	1
"剪切指标	1
泌阳凹陷深层系"	1
成藏期"	3
频谱分解	1
高压旋喷止水"	1
红外光谱	6
 危险性评价"	2
泉"	1
南华县	1
 层序判定	1
 工程地质性质"	1
 地层孔隙压力	1
 宁夏南部地区"	1
伊金霍洛旗"	1
水环境容量	2
分类型标定	1
 物理指标	1
 找矿预测"	2
 反演分析	1
地质意义"	5
 丽江7.0级地震与昆仑山8.1级地震	1
地质灾害"	5
 萃取	2
"寨上金矿	2
 直接拉伸试验	1
"广东	1
岩石物性"	1
"里耶防洪堤	1
岩石物理分析"	1
计试比"	1
"锚杆框架梁	1
 波阻抗反演"	1
 震积序列	1
"连续形变	1
"S波分裂	1
土壤盐分	1
 地温梯度	2
"中国大陆及邻区	1
 上地幔	1
 水资源循环	1
"母质(岩)	1
"裂缝预测	2
造山带结构"	1
 强度折减有限元法	1
 浊积岩	3
 盐系地层	2
 岩体移动变形"	1
"改性凹凸棒	1
结则茶卡	1
 补偿标准"	1
南沙群岛"	1
电性结构	6
系统设计	1
"贵州中部	1
"横向预测	1
2-(5-氯-2-吡啶偶氮)-5-二乙基氨基酚	1
氩同位素体系"	1
选择性浸取	1
"北祁连东段	1
 复合土钉墙	4
勘探实践	1
采动损害	2
 锚桩	1
构造反转	3
 应变	3
不整合面"	1
"生态多样性	1
构造破碎蚀变带	1
宏体藻类	1
岩溶地区	3
疏松砂岩"	1
稳定碳同位素	5
声波透射法	1
水环境质量评价	3
"逆冲断层	4
 应变能释放率"	1
"突出煤层	1
升平地区"	1
 蔚县煤田"	1
 加筋效果"	1
 有效上覆压力	1
"形态分析	1
 风险性分区评价	1
 城镇化	1
环境需水	1
 海底热水活动	1
"湘南地区	1
矿化剂"	1
挤压型地裂	1
流动注射HG-AFS法"	1
 采集"	1
总干渠Ⅱ段	1
城市水土流失	1
"区间隧道	1
 洋流	1
"横向分辨力	1
土地利用和土地覆盖"	1
冷湖构造带	1
 断面概化	1
"“竹洲砾岩”	1
煤山"	1
"逆作法施工	1
地下分布规律	1
"井旁构造	1
超前地质预报	1
 河南西峡"	1
套管井	2
"长隧洞	1
 优质储层	3
储集层	41
小波包分析	1
 极限地层压力"	1
储层演化模式	1
不混溶包裹体	1
叠合盆地	9
生物量	1
"地学信息图谱	1
 阶变"	1
"地震射线	1
近地表大气尘	1
硫化镍"	1
多尺度地籍空间数据组织"	1
 贵州毕节	1
片钠铝石	1
高分辨率	6
"深基坑开挖	2
 地震数据	1
 叠层石	1
气相色谱	2
硫酸盐还原	1
 导向钻井"	1
地震异常信息量	1
"成藏特征	1
"乐山龙女寺	1
"攀枝花	1
南海西部"	1
"导流管	1
 生物降解速率"	1
 成因分析	8
电子背散射	1
 海床	1
Sr-Nd同位素"	1
构造古地理"	1
"筏板基础	1
"明则铜矿床	1
"岩屑组分	1
直接成图"	1
法门期	1
 农业灌溉用水评价	1
 依兰煤田"	1
 构造作用"	1
失稳	1
 含油气性"	3
城市扩展"	1
 填埋场	4
储运	1
 水质模型	2
"边坡失稳	2
最适耗竭	1
"耕地总量动态平衡	1
土体冻胀"	1
 洞穴"	1
 开发前景	1
 初至静校正	1
水循环特性"	1
 季风降水	2
 时间序列	4
郑州市郊区"	1
"钾长石	1
扶杨油层	1
钻井资料"	1
 磁铁矿	1
 海底基性火山-沉积成矿	1
"综合利用	1
"内陆河	2
高松山"	1
志留系	13
总量控制	2
 支护桩	1
铁矿石	1
 东桐峪"	1
"土壤有机碳	1
中天山	2
参数寻优	1
水平形变	1
 泥质含量	2
山东昌乐	1
 能量分析	1
"海啸灾害	1
 洋岛碱性玄武岩	1
中性点	1
"蛇绿混杂岩	1
动态监测	4
 黔北"	1
 井壁	1
 噪声	1
高频旋回	1
"水化硅酸钙	1
 暗色条带	1
"岩电参数	1
地震活动加速模型"	1
中上扬子地区"	1
 基准值	1
 层间间隔时间	1
"复合土钉墙	3
两相流"	1
 幔源成因	1
 型钢混凝土变刚度转换结构	1
次生构造破裂"	1
 化探方法"	1
 黔西南"	6
 申扎	1
钻井"	1
 土体移动	1
 微幅构造	1
 矿化垂向分布	1
 含油气系统	5
"油源	1
"煤层气井	1
肩胛骨	1
 振动台	3
 统计"	1
砂岩"	2
南水北调中线工程"	1
 属性优化"	1
塌陷	2
砾岩储层	2
"乌岙铅锌矿床	1
计算机程序"	1
"多信息相干	1
地震序列	1
临盘油田"	1
环境地质评价"	1
流域单元"	1
"多方位	1
 浅部夕卡岩	1
成藏流体	1
 大变形固结	1
 应力	3
 关键断层"	1
 地下水	26
 桩底压浆	1
地震波反射	1
叶巴组	1
退色蚀变	1
 Mindlin解	1
综合解释	1
 冻胀力	2
 矿床充水因素	1
营盘组"	1
 水分特征曲线	1
 赋存特征	3
"陇西黄土	1
太沙基固结理论	1
 高钾变基性火山岩	1
"突水机理	1
碎石土	2
天然气富集区"	1
 质点峰值振动速度	1
"超前支护桩	1
"液化	1
 平面SH波	1
 解释"	2
热源	1
"大位移井	2
北京郊区"	2
铀含量	1
节约和集约用地	1
"裂缝油气藏	1
巴彦浩特盆地	1
 现场大型剪切试验"	1
"铀矿地质	1
茨榆坨潜山	1
晚期智人	1
 兰州盆地"	1
"小净距隧道	1
演化模型	1
"力的传递	1
黄河下游"	3
碳酸盐岩储层	3
信江盆地	1
空间预测	1
层次分析	1
造斜	1
 响应面方法	1
大陆弧花岗岩	1
 矿产资源短缺	1
巴罗型变质带	1
 泸定"	1
 纳赤台岩群	1
"支护结构	1
 施力方式	1
 仿真试验	1
隆起"	1
讨论"	1
 离子质量浓度	1
 水库地表水	1
 折射-反射联合勘探"	1
"松辽盆地东南隆起区	1
 构造加厚	1
"低渗透	2
 地质特征	45
生态自我修复"	1
 离散元法	1
热性能"	1
膨润土	4
海潮负荷"	1
"雷口坡组	1
"矿产预测评价	1
"铜同位素	1
 滑坡"	3
 环境同位素	1
 黄河源	1
 渗透破坏	1
 识别技术	1
砖红壤	1
成矿系统	2
辉石	1
可采资源	1
混合介质	1
K和40Ar*的定值分析	1
 时差	2
"气藏	4
土地利用/覆被	1
 密集鬃毛状海绵Saetaspongia densa"	1
核磁测井"	1
差异沉降	4
互逆影响	1
"垃圾渗滤液	2
菲力浦多目标单纯形法	1
 精细注水	1
整体旋转	1
 高密度电法	2
 地质分层对比	1
综合效益	1
垂向封闭	1
"共反射点	1
 印度半岛南部"	1
板内形变	1
"预条件共轭梯度反褶积	1
正交试验	1
 力学强度特性"	1
航磁解译构造格架	1
 低渗透油藏	1
 质量控制"	3
评述"	3
辉长岩	2
 模拟退火算法	2
老矿区扩大	1
 压力场演化	1
地壳水平形变	1
塔里木北部"	1
"云开隆起区	1
 应变"	1
牙形刺	1
 华北地区"	1
硬玉	1
波斯湾盆地	1
平面波	1
 多米尼加"	1
 位移监测"	1
超前地质	1
"灰色模型	2
差异俯冲	1
三江源并流区	1
 工后沉降"	2
 波阻抗界面	1
"淡水资源勘查	1
E31和N1-N21油藏	1
判识指标"	1
"丹巴	1
"悬移质监测	1
含气性检测	1
热液	1
 复合地基	10
 绿洲"	1
时域有限差分法	1
光纤	2
 地下岩溶探测"	1
"超深基坑	3
 压实曲线"	1
频率	2
复核"	1
石土岭铀矿床	1
石英	3
三斜闪石	1
"沉积地球化学分区	1
分析	10
石炭纪"	1
"数字图像分析	1
"大直径	2
软基处理	3
 上限法	1
插层"	1
表层沉积物	2
 冲淤"	1
"Sercel 400系列	1
矿化年龄	1
"浅薄层	1
 三维地质体建模	1
新元古代岩浆活动	1
"实物期权法	1
"时空数据	1
 禁采区	1
 岩芯分析	1
储量	5
 Algeria"	1
"咸水区	1
无机阴离子	1
有机地球化学特征"	1
 工程地质	3
"测年	1
横向	1
分形网络	1
产甲烷菌	1
 沉积相"	4
压力类型"	1
"马可波罗	1
 层控矽卡岩	1
羌塘西北部	1
灾害风险分析	1
 静校正"	5
"钠质火山岩	1
"压扭性盆地	1
"鸡血石	1
"控矿构造系统	1
"岩浆碳酸岩	1
油页岩的物理性质	1
地质层位"	1
古隆起	5
火山区	1
相干滤波	1
"长堤断裂带	1
 不均匀	1
东胜铀矿床	1
西太平洋	1
 地理信息系统"	3
 尼尔森选矿机	1
黑云母40Ar/39Ar法定年	1
鲁西地区"	1
 直流电法"	1
 混凝	1
成矿元素地球化学特征	1
R型聚类分析	2
成矿流体"	2
 气象	1
"OZIEXPLORER软件	1
有效储层	1
"混杂岩	1
"祁阳蚌组合	1
"大港滩海区	1
 长波长	2
综合地层评价	1
峰期PT条件	1
"滑脱层	1
Rodinia超大陆汇聚	1
 正应力	1
 裂谷构造	1
"中生代火山岩	1
 锚杆	5
基于特征	1
 生态需水量"	1
 荧光分析	1
东部凹陷"	1
郑州沿黄区"	1
 碳同位素"	1
大井锡多金属矿床"	1
景观尺度选择	1
异常温度与压力	1
下志留统	1
断裂活动习性	1
西山布拉克组	1
"辽西地区	1
"科克苏河	1
孔内事故	1
煤与瓦斯突出预测	1
 小波"	1
原则性	1
层带流动指标FZI	1
"相干分析	1
宾县凹陷	1
 大陆碰撞	1
 供水方案"	1
 物质来源"	1
"农用地	2
模糊c-均值算法	1
"云南	6
成岩	1
"傍河水源地	1
近源	1
 控水稳油	1
"岩性油藏	2
和田河地区	1
 沉降中心	1
低煤阶	2
伊犁盆地	1
 黏塑性	1
志留纪	2
 区域经济	1
托索湖7.5级地震	1
"震积岩序列	1
"中国油页岩	1
 SHRIMP法	1
矽卡岩型铜矿床	1
 混沌时间序列	1
"喀斯特石漠化	4
 碎屑岩	2
电子结构	1
萨吾尔	4
宾川县"	1
 冲积层	1
"地震对映射	1
断代生物标志物	1
"白云石	1
渭北东部	1
 压汞分析	1
 数字高程模型（DEM）	1
 石英出溶体	1
波场成像	1
泌阳凹陷北部"	1
"古—中元古代	1
强速度变化"	1
交叉点温度	1
土壤水分含量"	1
"岩性相	1
 外部噪音模型	1
"BP网络	2
 形成机制"	2
防波堤	1
 埋藏史	1
风化壳岩溶"	1
 AMS（14）C年代	1
天线	1
Mg的来源	1
水土保持效益	2
深井硬地层	1
震级特征	1
 鲁西"	2
层间水	1
 熔融包裹体	1
 发展模式	1
"凯蒙蛇绿岩	2
超图数据模型"	1
油田注入	1
"格尔木河流域	1
热液对流	1
 开鲁盆地	1
 同位素地层	1
 结构梁板替代支撑"	1
 膨润土	1
生态边坡	1
"岩土力学计算	1
陆块边缘拉张带（初始裂谷）	1
 短临异常"	2
 失稳模式	1
"南大别	1
 卡尼亚视电阻率	1
特征事件"	1
 海山	1
"直剪试验	1
天鹿铜矿床"	1
新近沉积土	1
变形演化过程"	1
 钻柱	1
"构造规律	1
关系	1
 新近纪	2
"鄂尔多斯盆地西缘	1
"上三叠统	1
 预测思维"	1
湖底扇	1
南大西洋	1
声波波形	2
"信息融合	2
地方性性富集元素	1
 阳离子交换容量	1
中性氮化合物	1
 生态	1
磁暴	1
紧实密度	1
云南宝兴厂"	1
水化学类型	2
古地震	2
走滑断裂"	1
 油气资源	2
潼关金矿区"	1
油气包裹体	2
"沟渠	1
 南岭地区"	1
勘探效率	1
水环境演变	1
 劈裂灌浆	1
"钙碱性岩浆活动	1
 强磁定位	1
 参数指标	1
 酞酸酯	1
 四边自由矩形薄板	1
勘察特点"	1
 高于庄组	1
"全球层型剖面和点	1
 提金	1
 锚定板	1
 库鲁克塔格"	1
 萍乡	1
 污染特征	1
"芳烃	1
秋树湾	1
辽东山区"	1
乌尔逊凹陷"	1
古流向分析"	1
"离心模型	1
形成与分布特征	1
"滚动油藏评价	1
"非线性硬化	1
"选矿产品	1
油-岩对比"	1
"向家坝电站	1
 孔覆比	1
 代县	1
 评估"	1
"沙漠	1
"随机场	1
 储层评价	7
 微观观测"	1
 数据入库"	1
界面效应	1
黑河中游张掖地区"	1
 “甜点”"	1
Heinrich事件	1
 ESR生态改性剂	1
 预裂爆破	1
测定砷、汞	1
 注浆	5
"井喷	1
 地层条件	1
 分辨能力	1
 近地表模型"	1
 大洋扩张	1
环境问题	2
"S153	1
 煤储层	1
 复杂地表地区	1
应变率"	1
 垂向分辨率	2
"风蚀区	1
十红滩"	2
 信息管理系统	1
 浪成沙纹层理"	1
 构造带	1
"构造裂缝系统	1
 地震波谱	1
系统聚类分析	1
五台山	1
"多金属结核	1
 “血”	1
"南黄海	1
持时"	1
支护方案"	1
"加速度峰值比	1
 改进的TT法	1
盾构掘进	1
减灾	1
 叠前时间偏移	1
氮污染源分析"	1
利益相关者	1
反循环钻头"	1
生物学诊断	1
化学场	1
大陆俯冲"	1
 空间作用机制"	1
 关系数据库(RDB)	1
 数字化	2
金沙江"	2
静态分离	1
 构造分析	2
科学发展观"	2
碎屑组分	1
应急管理	2
"潼关金矿区	2
沉积间断	2
 古水流方向"	1
"非均匀地质体	1
"断层形变模型	1
区划"	2
滑覆褶皱	1
初始成熟度	1
 淤塞"	1
"岩石强度	1
系统偏差	1
 晚渐新世/早中新世	1
超高压变质带"	2
"铀矿地质勘探设施	1
结构体系	1
深圳市"	2
 勘探潜力	4
 沙河街组	6
构造地球化学	2
 酸性渗透液	1
 上浮	1
"海岸沙丘	1
产权理论"	1
分级叠合	1
坳陷期	1
 粒径趋势分析	1
 应力调整"	1
 波浪	4
 强度折减	1
"大陆动力学	1
矩张量反演"	1
 传统围垦	1
有限元分析	1
长江"	3
 介形类	1
埃洛石	3
"冻结粉土	1
 喜马拉雅运动	1
卸荷张裂缝	1
石膏	3
 无网格法"	1
 控矿断裂"	1
 复杂近地表结构	1
 下组煤	1
 拉格朗日元法	1
潜势度	1
 北苏鲁"	1
点源	1
 网络系统"	1
 相对距离比"	1
 哀牢山	1
三维空间	1
"气候突变	1
静载	1
 需水预测	1
TRT法	1
"岩石物理性质	1
波阻抗反演技术	1
调蓄池	1
 广西"	5
环形影像	1
 地球化学模拟"	1
 土地使用权管理制度	1
"青海省	2
"人造地震动	1
"Bishop条分法	1
"官马溶洞	1
"地铁基坑	1
二叠系	8
可行性评价	1
"改革与发展	1
盆地群	1
组合优化"	1
美多-尕尔巴阔尔成矿带	1
 勘查开发	3
 霍普金森压杆"	1
构造格局	2
"近地表大气尘	1
片钠铝石"	1
光谱角制图	1
加固	3
光面爆破"	1
 强屏蔽界面	1
 西峰油田	2
地铁施工	1
早古生代	12
 波动方程	3
吕梁运动"	1
拆沉-底侵	1
印度尼西亚	2
 气藏	2
大地电磁探测	2
"实验	1
 岩石圈减薄	4
 失稳破坏"	1
 草本	1
早前寒武纪地层	1
"有机地球化学	2
 1）模型"	1
"岩石圈三维结构	1
生物处理	1
 石英复脉型	1
变形历史	1
"公路软基	1
"湖泊沉积	2
镇江河段	1
海底泥浆举升钻井	1
SS MOLE	1
"水泥搅拌法	1
"非开挖铺管	2
"赣粤高速公路	1
 鹤庆盆地"	1
"填埋场	1
 连城桃坪山"	1
 夹层"	1
 门槛值"	1
"新型富铁锰结壳	1
"吸附	1
 井径	1
 水合物	1
 侧向扩展"	1
 活断层探测	1
 热演化	2
COM开发	1
 岩脉	1
桥隧方案	1
 新近系	3
信息维	1
 喷锚挂网	1
 黄埠岭金矿床	1
"水质评价	2
 旋回	2
 经验估算	1
"储量计算	1
"城市隧道	1
反射地震	3
 温度场	4
动态高压	1
"乔夏哈拉金（铜）矿床	1
虚拟化"	1
 高分辨率层序地层分析	1
支链特征	1
"武隆	1
 相关距离	2
岩体三维渗流模型	1
"海南岛	4
成分	3
钻爆参	1
 晚更新世沉积	1
 实验分析	1
堤防渗漏"	1
"断层复合关系	1
干河沟组	1
晚期运聚成藏"	1
 直接铺筑允许时间	1
闽西南	1
"纳米高岭石	1
 华北地震区	1
 光合生物	1
短缺	1
 计算公式	1
冲击成孔灌注桩	1
逆Stokes公式	1
出溶	2
研究	7
黄铁矿结核	1
 矿床成因"	7
 发育模式	1
"冲积扇	2
"水驱油藏	1
 弧后前陆盆地	1
 动态模拟"	1
图像理解	1
直立人	1
 位移"	4
华亭地区"	1
 联合处理	1
 变形规律"	1
贺兰山"	1
"双基坑	1
多俯冲和多碰撞造山	1
"传统塑性理论	1
第四纪泛湖	1
煤岩	1
入股	1
 数据库"	1
新元古代末期	1
层状双氢氧化物"	1
灾害地质因素"	1
 鱼龙类	1
"关家沟组	1
综合指数法	1
煤尘	1
重力垮塌	1
 模式年龄	1
岩性对接	1
冰盖	1
 纳木那尼峰	1
"浙江地区	1
"同步辐射	1
 叠瓦状逆冲推覆构造	1
"α卡测量法	1
变质核杂岩	1
"高分辨率感应-数字聚焦	1
"剩余油分布	2
 八台山"	1
非连续性	1
 地球化学特征	16
"岩土力学	2
构造层序	3
碰撞体制流体成矿作用"	1
深层勘探	1
拉张作用	1
空间尺度	3
滩间山群	1
塑限	1
"沿空留巷	1
麂子坪"	1
 属性提取	1
"等效内核椭球	1
储集	1
成矿规律"	2
一阶吸收边界条件	1
预测"	23
 二次应力场	1
淮南矿区"	1
 温度场"	1
 变形测量	1
"红山Cu-Au矿床	1
 应力–应变"	1
成因"	14
 大陆斜坡"	1
导电效率	1
"郭米寺-尕大坂矿田	1
桂林"	1
碱性玄武岩	4
 平均速度	1
成藏动力	2
 潜力评价	1
 稀有气体同位素组成	1
"沼泽	2
地层波能量	1
岩性检测	1
 地球物理找矿模式	1
"SuperMapDeskpro	1
地质问题	1
"动物群	1
矿产勘探信息系统"	1
ω平方模型	1
 土的细观结构	1
磁性体	1
"土壤含水量	2
 地球物理方法	1
监测技术	1
地震波形"	1
构造单元划分	2
煤层	4
 吉林延边	1
 水力试验	1
"重力取样器	1
"辽东湾	1
Nash均衡"	1
超低渗透	1
基坑工程"	1
油气成藏动力学模拟	1
 张开试验"	1
 偏移参数	1
地层记录"	1
湖泊沉积物	2
 政务信息	1
 澄江动物群	1
 散射波	1
 有机质分布	1
 剑门关地质公园"	1
 防渗体系	1
福建平潭"	1
"白垩世	1
"城乡一体化	1
 沉积	6
金宝屯聚煤盆地"	1
三岔口铜矿床	1
 属性交会图"	1
气候地层	1
地磁活动	1
"露天转地下	1
汇水量"	1
成像	4
斑岩铜矿床	1
 临界特征"	1
"牛庄洼陷东坡	1
 地表隆起	1
"海啸	3
电磁法	1
 电导	1
 构造转换	2
 FLAC程序"	1
 开发利用	11
与岛弧有关的盆地	1
 构造地球化学	2
乃东—米林地区	1
热储分析	1
"河流	3
"新疆北部及邻区	1
找矿勘查方法	1
中-上元古界	1
"川东北	1
 COD法	1
有机质丰度"	3
"丛式井	1
 江汉平原"	1
 变质火山岩	1
"水系	1
贵州六盘水市"	1
"土体粒度成分	1
 盐胀性	1
 同位素年代学	2
 深井	3
"岩溶隧道	1
 马兰冰芯	1
"风暴潮频率	1
 地震旋回	1
地形扩展力	1
 东海	2
球粒陨石型	1
 孔隙演化特征"	1
 污染土壤	1
